sentence_id	sentence	sentiment_label	positivity_probability
1913	The film sounds like the stuff of lurid melodrama , but what makes it interesting as a character study is the fact that the story is told from Paul 's perspective .	+1	0.66667
1914	Jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart .	+1	0.91667
1915	In the disturbingly involving family dysfunctional drama How I Killed My Father , French director Anne Fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition	+1	0.63889
1916	Below may not mark Mr. Twohy 's emergence into the mainstream , but his promise remains undiminished .	+1	0.72222
1917	There 's no reason to miss Interview with the Assassin	+1	0.80556
1918	Happily stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music .	+1	0.80556
1919	Its sheer dynamism is infectious .	+1	0.66667
1920	For his first attempt at film noir , Spielberg presents a fascinating but flawed look at the near future .	+1	0.63889
1922	Perhaps it 's cliche to call the film ` refreshing , ' but it is .	+1	0.80556
1923	` Drumline ' shows a level of young , Black manhood that is funny , touching , smart and complicated .	+1	0.875
1924	It does give a taste of the Burning Man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .	+1	0.66667
1926	The movie is well done , but slow .	-1	0.38889
1927	-LRB- A -RRB- wonderfully loopy tale of love , longing , and voting .	+1	0.80556
1928	The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react .	+1	0.70833
1929	The last scenes of the film are anguished , bitter and truthful .	+1	0.76389
1930	Mr. Koshashvili is a director to watch .	+1	0.83333
1931	Predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director John Stockwell .	+1	0.63889
1932	Antwone Fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it .	+1	0.69444
1933	One feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early Italian neorealism .	+1	0.76389
1934	It challenges , this nervy oddity , like modern art should .	+1	0.72222
1935	Whenever you think you 've figured out Late Marriage , it throws you for a loop .	+1	0.63889
1936	The Pianist is Polanski 's best film .	+1	0.83333
1938	This Orange has some juice , but it 's far from fresh-squeezed .	-1	0.38889
1939	A sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern China .	+1	0.69444
1941	Cusack 's just brilliant in this .	+1	0.875
1942	Knows how to make our imagination wonder .	+1	0.83333
1943	Jae-eun Jeong 's Take Care of My Cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the South Korean cinema .	+1	0.66667
1944	The overall fabric is hypnotic , and Mr. Mattei fosters moments of spontaneous intimacy .	+1	0.80556
1945	Evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .	+1	0.625
1946	Malcolm McDowell is cool .	+1	0.69444
1947	Paul Bettany is cool .	+1	0.73611
1949	Cool .	+1	0.66667
1950	A touching , sophisticated film that almost seems like a documentary in the way it captures an Italian immigrant family on the brink of major changes .	+1	0.77778
1952	An inventive , absorbing movie that 's as hard to classify as it is hard to resist .	+1	0.88889
1953	It made me want to get made-up and go see this movie with my sisters .	+1	0.72222
1954	I thought the relationships were wonderful , the comedy was funny , and the love ` real ' .	+1	0.88889
1955	-LRB- Caine -RRB- proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film .	+1	0.77778
1956	Bogdanovich puts history in perspective and , via Kirsten Dunst 's remarkable performance , he showcases Davies as a young woman of great charm , generosity and diplomacy .	+1	0.69444
1957	This breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .	+1	0.77778
1958	A captivating new film .	+1	0.875
1959	Those who are n't put off by the film 's austerity will find it more than capable of rewarding them .	+1	0.84722
1960	It 's a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties .	+1	0.75
1961	Reveals how important our special talents can be when put in service of of others .	+1	0.75
1962	It also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .	+1	0.72222
1963	With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare .	+1	0.83333
1964	A sharp , amusing study of the cult of celebrity .	+1	0.66667
1965	The sentimental cliches mar an otherwise excellent film .	+1	0.61111
1966	A powerful performance from Mel Gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an M-16 .	+1	0.81944
1967	A graceful , moving tribute to the courage of New York 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .	+1	0.86111
1968	A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .	+1	0.79167
1969	Made to be Jaglomized is the Cannes Film Festival , the annual Riviera spree of flesh , buzz , blab and money .	-1	0.34722
1970	The charming result is Festival in Cannes .	+1	0.77778
1971	If you 're looking for something new and hoping for something entertaining , you 're in luck .	+1	0.81944
1972	A hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as Grant 's two best films -- Four Weddings and a Funeral and Bridget Jones 's Diary .	+1	0.88889
1973	A rip-roaring comedy action fest that 'll put hairs on your chest .	+1	0.79167
1974	If there 's no art here , it 's still a good yarn -- which is nothing to sneeze at these days .	+1	0.65278
1975	Simultaneously heart-breaking and very funny , The Last Kiss is really all about performances .	+1	0.75
1976	There is a subversive element to this Disney cartoon , providing unexpected fizzability .	+1	0.72222
1977	An unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage .	+1	0.77778
1978	An enjoyable , if occasionally flawed , experiment .	+1	0.68056
1979	Miyazaki is one of world cinema 's most wondrously gifted artists and storytellers .	+1	0.94444
1980	If Ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing .	+1	0.72222
1981	Meeting , even exceeding expectations , it 's the best sequel since The Empire Strikes Back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .	+1	1
1982	Leigh is one of the rare directors who feels acting is the heart and soul of cinema .	+1	0.80556
1983	He allows his cast members to make creative contributions to the story and dialogue .	+1	0.75
1984	This method almost never fails him , and it works superbly here .	+1	0.81944
1985	Poetry in motion captured on film .	+1	0.83333
1986	While it can be a bit repetitive , overall it 's an entertaining and informative documentary .	+1	0.66667
1987	Directing with a sure and measured hand , -LRB- Haneke -RRB- steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .	+1	0.68056
1988	The entire movie establishes a wonderfully creepy mood .	+1	0.86111
1989	I found The Ring moderately absorbing , largely for its elegantly colorful look and sound .	+1	0.68056
1990	The filmmakers want nothing else than to show us a good time , and in their cheap , B movie way , they succeed .	+1	0.72222
1991	Amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances .	+1	0.90278
1993	But it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker .	+1	0.63889
1994	Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .	+1	0.90278
1995	This masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .	+1	0.66667
1996	The film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting .	+1	0.79167
1997	The Pianist -LRB- is -RRB- a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life .	+1	0.80556
1998	Here is a divine monument to a single man 's struggle to regain his life , his dignity and his music .	+1	0.81944
1999	Strange it is , but delightfully so .	+1	0.77778
2000	Elegant , mannered and teasing .	+1	0.73611
2002	The ingenuity that Parker displays in freshening the play is almost in a class with that of Wilde himself .	+1	0.88889
2004	The unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .	+1	0.79167
2005	A droll , bitchy frolic which pokes fun at the price of popularity and small-town pretension in the Lone Star State .	-1	0.38889
2006	With each of her three protagonists , Miller eloquently captures the moment when a woman 's life , out of a deep-seated , emotional need , is about to turn onto a different path .	+1	0.83333
2007	Ryan Gosling ... is at 22 a powerful young actor .	+1	0.81944
2009	As an introduction to the man 's theories and influence , Derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable .	+1	0.70833
2010	The film is a verbal duel between two gifted performers .	+1	0.83333
2011	Imperfect ?	-1	0.27778
2012	Yes , but also intriguing and honorable , a worthwhile addition to a distinguished film legacy .	+1	0.77778
2015	What a great way to spend 4 units of your day .	+1	0.61111
2016	The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time .	+1	0.625
2017	As simple and innocent a movie as you can imagine .	+1	0.66667
2018	This is a movie you can trust .	+1	0.86111
2019	Passionate , irrational , long-suffering but cruel as a tarantula , Helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats .	+1	0.77778
2021	Vividly conveys the passion , creativity , and fearlessness of one of Mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all .	+1	0.91667
2022	Hollywood Ending is not show-stoppingly hilarious , but scathingly witty nonetheless .	+1	0.66667
2024	A compelling yarn , but not quite a ripping one .	+1	0.70833
2025	On the Granger Movie Gauge of 1 to 10 , The Powerpuff Girls is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience .	+1	0.66667
2026	The film has several strong performances .	+1	0.77778
2027	I 've never bought from telemarketers , but I bought this movie .	+1	0.63889
2028	Perfectly pitched between comedy and tragedy , hope and despair , About Schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness .	+1	0.875
2030	-LRB- Shyamalan -RRB- turns the goose-pimple genre on its empty head and fills it with spirit , purpose and emotionally bruised characters who add up to more than body count .	+1	0.68056
2031	A sexy , peculiar and always entertaining costume drama set in Renaissance Spain , and the fact that it 's based on true events somehow makes it all the more compelling .	+1	0.875
2032	An entertaining documentary that freshly considers arguments the Bard 's immortal plays were written by somebody else .	+1	0.79167
2033	A highly spirited , imaginative kid 's movie that broaches neo-Augustinian theology : Is God stuck in Heaven because He 's afraid of His best-known creation ?	+1	0.81944
2034	Call it magic realism or surrealism , but Miss Wonton floats beyond reality with a certain degree of wit and dignity .	+1	0.80556
2035	Raimi and his team could n't have done any better in bringing the story of Spider-Man to the big screen .	+1	0.88889
2036	The director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of Truffaut .	+1	0.70833
2037	Well-acted , well-directed and , for all its moodiness , not too pretentious .	+1	0.80556
2038	It 's a satisfying summer blockbuster and worth a look .	+1	0.69444
2039	Boomers and their kids will have a Barrie good time .	+1	0.79167
2040	Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros .	+1	0.76389
2041	Ultimately , `` MIB II '' succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless .	+1	0.76389
2042	Stage director Sam Mendes showcases Tom Hanks as a depression era hit-man in this dark tale of revenge .	+1	0.625
2043	Sitting in the third row of the IMAX cinema at Sydney 's Darling Harbour , but I sometimes felt as though I was in the tiny two seater plane that carried the giant camera around Australia , sweeping and gliding , banking and hovering over some of the most not	+1	0.79167
2045	What 's so fun about this silly , outrageous , ingenious thriller is the director 's talent .	+1	0.83333
2046	Watching a Brian DePalma movie is like watching an Alfred Hitchcock movie after drinking twelve beers .	-1	0.38889
2047	Strip it of all its excess debris , and you 'd have a 90-minute , four-star movie .	+1	0.70833
2048	As it is , it 's too long and unfocused .	-1	0.18056
2049	An immensely entertaining look at some of the unsung heroes of 20th century pop music .	+1	0.84722
2050	This familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times .	+1	0.61111
2051	This beautifully animated epic is never dull .	+1	0.84722
2052	Brian Tufano 's handsome widescreen photography and Paul Grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special .	+1	0.875
2053	It makes compelling , provocative and prescient viewing .	+1	0.81944
2054	A thoroughly entertaining comedy that uses Grant 's own twist of acidity to prevent itself from succumbing to its own bathos .	+1	0.80556
2055	Using a stock plot , About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .	+1	0.70833
2057	But it 's defiantly and delightfully against the grain .	+1	0.73611
2058	The hard-to-predict and absolutely essential chemistry between the down-to-earth Bullock and the nonchalant Grant proves to be sensational , and everything meshes in this elegant entertainment .	+1	0.80556
2059	A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera .	+1	0.76389
2060	Mr. Clooney , Mr. Kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster .	+1	0.79167
2061	Definitely funny stuff , but it 's more of the ` laughing at ' variety than the ` laughing with . '	+1	0.73611
2062	Easily the most thoughtful fictional examination of the root causes of anti-Semitism ever seen on screen .	+1	1
2063	A real winner -- smart , funny , subtle , and resonant .	+1	0.91667
2064	Family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking .	+1	0.79167
2066	Uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year .	+1	0.94444
2068	The film has a terrific look and Salma Hayek has a feel for the character at all stages of her life .	+1	0.80556
2069	A decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies .	-1	0.16667
2070	The performances are remarkable .	+1	1
2071	It 's Burns ' visuals , characters and his punchy dialogue , not his plot , that carry waydowntown .	+1	0.625
2072	As literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment .	+1	0.75
2073	You 'll forget about it by Monday , though , and if they 're old enough to have developed some taste , so will your kids .	-1	0.11111
2074	While I ca n't say it 's on par with the first one , Stuart Little 2 is a light , fun cheese puff of a movie .	+1	0.72222
2075	Strange , funny , twisted , brilliant and macabre .	+1	0.875
2076	A genuinely moving and wisely unsentimental drama .	+1	0.86111
2078	The Mothman Prophecies is best when illustrating the demons bedevilling the modern masculine journey .	+1	0.66667
2079	Plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel .	+1	0.76389
2080	An entertaining British hybrid of comedy , caper thrills and quirky romance .	+1	0.90278
2083	The only pain you 'll feel as the credits roll is your stomach grumbling for some tasty grub .	-1	0.38889
2084	Hardly an objective documentary , but it 's great cinematic polemic ... love Moore or loathe him , you 've got to admire ... the intensity with which he 's willing to express his convictions .	+1	0.84722
2085	The mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs .	+1	0.83333
2086	The film is visually dazzling , the depicted events dramatic , funny and poignant .	+1	0.97222
2087	A directorial tour de force by Bernard Rose , ivans xtc .	+1	0.72222
2088	is one of this year 's very best pictures .	+1	0.875
2090	Weaver and LaPaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .	+1	0.88889
2091	Even the digressions are funny .	+1	0.76389
2092	Mr. Spielberg and his company just want you to enjoy yourselves without feeling conned .	+1	0.72222
2093	And they succeed merrily at their noble endeavor .	+1	0.63889
2095	A perfectly pleasant if slightly pokey comedy .	+1	0.76389
2096	Coppola 's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema .	+1	0.66667
2097	At the end , when the now computerized Yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .	+1	0.66667
2098	Wang Xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men .	+1	0.61111
2099	It 's hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as The Grey Zone , but it 's equally hard to imagine anybody being able to tear their eyes away from the screen once it 's started .	+1	0.68056
2100	Bogdanovich taps deep into the Hearst mystique , entertainingly reenacting a historic scandal .	+1	0.83333
2101	A moving tale of love and destruction in unexpected places , unexamined lives .	+1	0.76389
2102	Clooney directs this film always keeping the balance between the fantastic and the believable ...	+1	0.65278
2103	Even if you do n't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why .	+1	0.76389
2105	A fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys .	+1	0.875
2106	Lawrence plumbs personal tragedy and also the human comedy .	+1	0.73611
2107	Though a capable thriller , somewhere along the way K-19 jettisoned some crucial drama .	-1	0.33333
2108	Just about the surest bet for an all-around good time at the movies this summer .	+1	0.88889
2110	This is a movie that is what it is : a pleasant distraction , a Friday night diversion , an excuse to eat popcorn .	+1	0.73611
2111	There is a certain sense of experimentation and improvisation to this film that may not always work , but it is nevertheless compelling .	+1	0.65278
2112	The Four Feathers has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes .	+1	0.79167
2113	A delicious , quirky movie with a terrific screenplay and fanciful direction by Michael Gondry .	+1	0.88889
2114	This story still seems timely and important .	+1	0.69444
2115	And there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends .	+1	0.72222
2116	The bodily function jokes are about what you 'd expect , but there are rich veins of funny stuff in this movie .	+1	0.76389
2117	The performances are amiable and committed , and the comedy more often than not hits the bullseye .	+1	0.72222
2118	This time , the hype is quieter , and while the movie is slightly less successful than the first , it 's still a rollicking good time for the most part .	+1	0.76389
2119	There 's plenty to enjoy -- in no small part thanks to Lau .	+1	0.75
2120	With a romantic comedy plotline straight from the ages , this Cinderella story does n't have a single surprise up its sleeve .	-1	0.31944
2121	But it does somehow manage to get you under its spell .	+1	0.75
2122	Though few will argue that it ranks with the best of Herzog 's works , Invincible shows he 's back in form , with an astoundingly rich film .	+1	0.94444
2123	`` Catch Me '' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark .	+1	0.73611
2124	By no means a great movie , but it is a refreshingly forthright one .	+1	0.69444
2125	The casting of Raymond J. Barry as the ` assassin ' greatly enhances the quality of Neil Burger 's impressive fake documentary .	+1	0.68056
2126	Despite Besson 's high-profile name being Wasabi 's big selling point , there is no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone .	+1	0.72222
2127	This documentary is a dazzling , remarkably unpretentious reminder of what -LRB- Evans -RRB- had , lost , and got back .	+1	0.86111
2128	A thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one 's actions .	+1	0.81944
2129	As satisfyingly odd and intriguing a tale as it was a century and a half ago ... has a delightfully dour , deadpan tone and stylistic consistency .	+1	0.80556
2130	Methodical , measured , and gently tedious in its comedy , Secret Ballot is a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain .	+1	0.83333
2132	For most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .	+1	0.73611
2133	By the standards of knucklehead swill , The Hot Chick is pretty damned funny .	+1	0.83333
2134	One of the most gloriously unsubtle and adrenalized extreme shockers since The Evil Dead .	+1	0.75
2135	-LRB- Reaches -RRB- wholly believable and heart-wrenching depths of despair .	+1	0.70833
2136	An absorbing and unsettling psychological drama .	+1	0.76389
2137	This movie may not have the highest production values you 've ever seen , but it 's the work of an artist , one whose view of America , history and the awkwardness of human life is generous and deep .	+1	0.84722
2138	Though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves .	-1	0.29167
2139	The entire cast is extraordinarily good .	+1	0.88889
2140	Yakusho , as always , is wonderful as the long-faced sad sack ... and his chemistry with Shimizu is very believable .	+1	0.80556
2141	Young Hanks and Fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work .	+1	0.875
2142	A captivatingly quirky hybrid of character portrait , romantic comedy and beat-the-clock thriller .	+1	0.72222
2143	The film sparkles with the the wisdom and humor of its subjects .	+1	0.88889
2144	If -LRB- Jaglom 's -RRB- latest effort is not the director at his most sparkling , some of its repartee is still worth hearing .	+1	0.72222
2145	Like The English Patient and The Unbearable Lightness of Being , The Hours is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right .	+1	0.77778
2146	Just about the best straight-up , old-school horror film of the last 15 years .	+1	0.90278
2147	A chilling tale of one of the great crimes of 20th Century France : the murder of two rich women by their servants in 1933 .	+1	0.63889
2148	An oddity , to be sure , but one that you might wind up remembering with a degree of affection rather than revulsion .	+1	0.69444
2149	While the film is not entirely successful , it still manages to string together enough charming moments to work .	+1	0.69444
2150	A winning piece of work filled with love for the movies of the 1960s .	+1	0.79167
2151	E.T. works because its flabbergasting principals , 14-year-old Robert MacNaughton , 6-year-old Drew Barrymore and 10-year-old Henry Thomas , convince us of the existence of the wise , wizened visitor from a faraway planet .	+1	0.88889
2153	A heartening tale of small victories and enduring hope .	+1	0.79167
2155	Jackson and co have brought back the value and respect for the term epic cinema .	+1	0.70833
2156	It may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality	+1	0.69444
2157	Charlotte Sometimes is a brilliant movie .	+1	0.98611
2158	It is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity .	+1	0.63889
2159	A delightful stimulus for the optic nerves , so much that it 's forgivable that the plot feels like every other tale of a totalitarian tomorrow .	+1	0.70833
2161	But darned if it does n't also keep us riveted to our seats .	+1	0.83333
2162	A complex psychological drama about a father who returns to his son 's home after decades away .	+1	0.66667
2163	Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice reveals how we all need a playful respite from the grind to refresh our souls .	+1	0.81944
2165	Sweet and memorable film .	+1	0.80556
2166	A smart , arch and rather cold-blooded comedy .	+1	0.72222
2167	Keenly observed and refreshingly natural , Swimming gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .	+1	0.79167
2168	... begins on a high note and sustains it beautifully .	+1	0.77778
2169	Davis ... gets vivid performances from her cast and pulls off some deft Ally McBeal-style fantasy sequences .	+1	0.88889
2170	` it 's better to go in knowing full well what 's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists .	+1	0.66667
2172	Funny , somber , absurd , and , finally , achingly sad , Bartleby is a fine , understated piece of filmmaking .	+1	0.94444
2173	`` Red Dragon '' is entertaining .	+1	0.83333
2174	An obvious copy of one of the best films ever made , how could it not be ?	-1	0.30556
2175	But it is entertaining on an inferior level .	+1	0.65278
2176	It is a popcorn film , not a must-own , or even a must-see .	-1	0.30556
2180	On that score , the film certainly does n't disappoint .	+1	0.80556
2181	As the movie traces Mr. Brown 's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times .	+1	0.80556
2182	A moving and solidly entertaining comedy\/drama that should bolster director and co-writer Juan JosÃ© Campanella 's reputation in the United States .	+1	0.88889
2183	Thanks to confident filmmaking and a pair of fascinating performances , the way to that destination is a really special walk in the woods .	+1	0.83333
2184	Beautifully shot , delicately scored and powered by a set of heartfelt performances , it 's a lyrical endeavour .	+1	0.88889
2185	A macabre and very stylized Swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters .	+1	0.69444
2186	A stylistic romp that 's always fun to watch .	+1	0.88889
2187	Informative , intriguing , observant , often touching ... gives a human face to what 's often discussed in purely abstract terms .	+1	0.84722
2188	... once the true impact of the day unfolds , the power of this movie is undeniable .	+1	0.84722
2189	An honest , sensitive story from a Vietnamese point of view .	+1	0.80556
2190	A buoyant romantic comedy about friendship , love , and the truth that we 're all in this together .	+1	0.70833
2191	The film 's intimate camera work and searing performances pull us deep into the girls ' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that 's opened between them .	+1	0.83333
2192	It 's the perfect star vehicle for Grant , allowing him to finally move away from his usual bumbling , tongue-tied screen persona .	+1	0.66667
2193	Gaunt , silver-haired and leonine , -LRB- Harris -RRB- brings a tragic dimension and savage full-bodied wit and cunning to the aging Sandeman .	+1	0.75
2196	Not only a reminder of how they used to make movies , but also how they sometimes still can be made .	+1	0.73611
2197	A three-hour cinema master class .	+1	0.75
2198	Eyre is on his way to becoming the American Indian Spike Lee .	+1	0.79167
2199	A witty , whimsical feature debut .	+1	0.79167
2200	Warm in its loving yet unforgivingly inconsistent depiction of everyday people , relaxed in its perfect quiet pace and proud in its message .	+1	0.875
2201	I loved this film .	+1	0.93056
2203	Clint Eastwood 's Blood Work is a lot like a well-made PB & J sandwich : familiar , fairly uneventful and boasting no real surprises -- but still quite tasty and inviting all the same .	+1	0.66667
2204	A movie that will surely be profane , politically charged music to the ears of Cho 's fans .	+1	0.69444
2205	Much of this slick and sprightly CGI feature is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings .	+1	0.69444
2206	Rarely , a movie is more than a movie .	+1	0.75
2208	Jacquot 's strategy allows his cast the benefit of being able to give full performances ... while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself .	+1	0.70833
2210	By not averting his eyes , Solondz forces us to consider the unthinkable , the unacceptable , the unmentionable .	+1	0.73611
2211	One Hour Photo may seem disappointing in its generalities , but it 's the little nuances that perhaps had to escape from director Mark Romanek 's self-conscious scrutiny to happen , that finally get under your skin .	-1	0.30556
2212	While general audiences might not come away with a greater knowledge of the facts of Cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds .	+1	0.88889
